Particles,InterpTime,MoverTime,TotalTime
100,0.000004,0.000004,0.000009
10000,0.000314,0.000412,0.000726
1000000,0.031906,0.041625,0.073531
100000000,2.965231,3.918964,6.884195
1000000000,506.390746,539.229252,1045.619998
