Particles,InterpTime,MoverTime,TotalTime
100,0.000065,0.000029,0.000093
10000,0.003556,0.002411,0.005967
1000000,0.125006,0.139735,0.264741
100000000,9.531041,10.368222,19.899263
1000000000,96.381419,103.919393,200.300812
