Particles,InterpTime,MoverTime,TotalTime
100,0.000014,0.000017,0.000031
10000,0.001208,0.001300,0.002508
1000000,0.028897,0.033584,0.062482
100000000,2.913583,3.427801,6.341383
1000000000,375.540985,360.552549,736.093534
